,0,1,2,pH
0,-1.4725055347294214,0.6307226816258651,0.16167158605512605,3.54
1,-1.5178763514248925,0.6670279340613551,0.18457601968539789,3.54
2,-1.561127119215316,0.6503823268719515,0.1669064378646163,3.54
3,-1.5474039082837585,0.6820325262104349,0.19029145420383747,3.54
4,-1.584057343727948,0.6847120666315237,0.19943688924267763,3.54
5,-1.583391260539207,0.6592643420593348,0.1855198293763224,3.54
6,-1.4930638024513188,0.6666597371190571,0.16952405619164726,3.54
7,-1.5516055332208025,0.7113600422798282,0.20374852998429335,3.54
8,-1.5025174862408568,0.6799055431490869,0.17333558348001682,3.54
9,-1.5631576007681203,0.7123051745391621,0.19202860954953926,3.54
10,0.16865074814013328,0.1426153859667276,-0.1078955761273103,3.85
11,0.06027893933031048,0.1780614425235137,-0.10076090474725369,3.85
12,0.2643059101944243,0.1499915455450821,-0.10538365185902762,3.85
13,0.3288140860463652,0.14980377909694637,-0.09868574666691175,3.85
14,0.30023103028288933,0.13206879950827194,-0.11096732098770443,3.85
15,0.26687050650334504,0.12744778390030997,-0.1184876956711602,3.85
16,0.26687050650334504,0.12744778390030997,-0.1184876956711602,3.85
17,0.2314667302852055,0.14155761735093136,-0.10215029844095311,3.85
18,0.21483992402891658,0.13027425192371853,-0.11132259960801304,3.85
19,0.4004289125375614,0.10120326141951397,-0.1273748833856926,3.85
20,0.43803919781434963,0.21266766377312862,-0.11508890144277353,3.95
21,0.45428783231177944,0.21041092428232908,-0.12096419250478978,3.95
22,0.3586629368575109,0.2177282537194534,-0.11446960653067005,3.95
23,0.23977270991783536,0.266668607371436,-0.0951430938922205,3.95
24,0.3262600559879882,0.23065673058782651,-0.10878931393468477,3.95
25,0.37222440722620204,0.2113812768095335,-0.11991400534431408,3.95
26,0.24600298147462524,0.24489979273258344,-0.08935263594183558,3.95
27,0.34021345123184626,0.2221390755097914,-0.0991781882165979,3.95
28,0.15406269114222662,0.30064003759165303,-0.08541525980593775,3.95
29,0.30092426496814334,0.2399122018726032,-0.10729386902472642,3.95
30,0.5308876472065872,0.2339947279360827,-0.0901984947106125,4.0
31,0.5902424282358664,0.21139008669166012,-0.09493995731879162,4.0
32,0.4622555484893537,0.27872660475107447,-0.06952061381436447,4.0
33,0.5455780634267229,0.23868909129534477,-0.08456141318991546,4.0
34,0.5740574802495186,0.18694834989664014,-0.09611754123205289,4.0
35,0.5684004836865076,0.18527799862445785,-0.1007698299070201,4.0
36,0.6951625567556425,0.16556185300591533,-0.10683944760680296,4.0
37,0.8260423967588927,0.13545522834484017,-0.10087340461421368,4.0
38,0.7807998696497361,0.1518095253121787,-0.09689715386884508,4.0
39,0.8180799644610393,0.15229734893620797,-0.08678473547209926,4.0
40,1.4643670350901143,0.06577064034895608,-0.03820104183895297,4.17
41,1.411687824985102,0.06915032418556986,-0.03362703587801998,4.17
42,1.5164261576993436,0.07854443926164482,-0.016988341212563155,4.17
43,1.5499358838315398,0.06708444091569428,-0.016970093600359292,4.17
44,1.5148960338040764,0.06551289252473697,-0.028934555688348237,4.17
45,1.498032987475959,0.047164518384103994,-0.03937988412205611,4.17
46,1.4553720261837455,0.05014196979126721,-0.043070173783234134,4.17
47,1.396894875934382,0.07327749966070558,-0.026210119224590316,4.17
48,1.6280547929205276,0.02565387383816966,-0.021703851688178035,4.17
49,1.6679558678021227,0.025507442390106546,-0.021297608303119445,4.17
50,2.173878043649604,-0.019811197281760545,0.05976599208722324,4.28
51,2.1411923464482685,-0.0072682926204563425,0.06705932320900178,4.28
52,2.1372418673894824,-0.03671767939909311,0.04694080665848561,4.28
53,2.094057148581377,-0.028706042698772635,0.04981995269385149,4.28
54,2.09315881877344,-0.04632172026041823,0.04768753275270115,4.28
55,2.0764793920156737,-0.03827667208644207,0.05262364510953687,4.28
56,2.0374416246344214,-0.03083516492230226,0.05546206505928669,4.28
57,2.011501235150259,-0.01988036560040849,0.07102024036319199,4.28
58,2.128148792486918,-0.06860432911984893,0.05771966435558834,4.28
59,2.3178493683849233,-0.11448270894077915,0.04302242062872962,4.28
60,2.8334081240820006,-0.1465768415444003,0.18340744145531418,4.39
61,2.82661698891951,-0.14338948324304338,0.1718554528134586,4.39
62,2.8275726497859957,-0.17175335181616377,0.159201872008559,4.39
63,2.800690674190739,-0.17738277664199006,0.16109017481202528,4.39
64,2.7676607319502855,-0.18699897864872278,0.15519801892714244,4.39
65,2.7220395530775248,-0.193483724540914,0.163520152991217,4.39
66,2.7122082589263417,-0.09829578777531488,0.18452976320023373,4.39
67,2.6709080590685788,-0.08581505245572248,0.1814996607677224,4.39
68,2.6358722510119907,-0.08410385638559897,0.1737196196553464,4.39
69,2.5964027102697096,-0.08468480973353729,0.1681449035880314,4.39
70,-0.39357803401684993,0.0514439502232382,-0.09082640121871145,3.5
71,-0.45987465578471176,0.05604147104519796,-0.09648914967356235,3.5
72,-0.39357803401684993,0.0514439502232382,-0.09082640121871145,3.5
73,-0.36373541148427924,0.0353956678294608,-0.11119305569035466,3.5
74,-0.3919850212665185,0.033228375249239106,-0.10347809314091863,3.5
75,-0.412926569145307,0.04326387407999392,-0.0921063973593135,3.5
76,-0.46868241227999613,0.044536486587995285,-0.09003350591070498,3.5
77,-0.5260789093026413,0.05632017539505638,-0.08526126440705453,3.5
78,-0.4357840769535703,0.04438976187098938,-0.07590200379136772,3.5
79,-0.30086622001437574,-0.005791492786604006,-0.10575926077156822,3.5
80,-0.5040611643535161,-0.06947330784436206,-0.07543724976784764,3.47
81,-0.5132317032965346,-0.07459896104773361,-0.06666645505689285,3.47
82,-0.5348177307658557,-0.0717118814037193,-0.05960567614601129,3.47
83,-0.5458261926744434,-0.10919811953842636,-0.0915383518742487,3.47
84,-0.5864182793097684,-0.0861992273807034,-0.06772105150573797,3.47
85,-0.6167266776063373,-0.09663558566418666,-0.07468874433806377,3.47
86,-0.6141183412075822,-0.10142597146045132,-0.08829418743739398,3.47
87,-0.4371436129502817,-0.09623273413988025,-0.06965977917091772,3.47
88,-0.408611420026895,-0.08799202042835032,-0.06723029217038626,3.47
89,-0.3597505733606371,-0.13444997569516992,-0.11484661455393895,3.47
90,-0.6081950887988984,-0.1250381751425797,-0.05695245229447501,3.43
91,-0.6099660345405707,-0.14009638213534586,-0.06394859971700727,3.43
92,-0.6229153188608068,-0.1519214768108311,-0.0793508193405803,3.43
93,-0.640541248673304,-0.1693182585803776,-0.08425429651260861,3.43
94,-0.6480766090956802,-0.17958778710535825,-0.09814770874861928,3.43
95,-0.6628314581324606,-0.16686835205845968,-0.07627000193241548,3.43
96,-0.6939227492361162,-0.1659703815382967,-0.08035871249140313,3.43
