,0,1,2,pH
0,-0.01618036832336549,0.09595405668133276,-0.0051338613293890655,3.65
1,-0.04078749660650574,0.09705757950955982,0.000668421075057286,3.65
2,-0.07628617145854133,0.08935434386236384,0.003347511090619505,3.65
3,-0.09924404064868726,0.08567798282131366,0.00586040299565748,3.65
4,-0.023599337084000895,0.09774610173722718,-0.011103804810314833,3.65
5,-0.00680559376859132,0.11195909178150121,-0.005872902566281829,3.65
6,0.0016875142543329796,0.09933076635008581,-0.016488886502374206,3.65
7,0.02701265592025904,0.11336800275556111,-0.015250508786974327,3.65
8,0.07899569326586339,0.13568001534316726,-0.006461215535889953,3.65
9,0.09693567622997137,0.14210759909336157,-0.0010148548031695649,3.65
10,0.07508438156813942,0.11076510036347692,-0.011882036025461156,3.64
11,0.05037965719415269,0.11703491936549476,-0.012466807460826035,3.64
12,0.019058764248350464,0.11486716765094179,-0.01282741801752926,3.64
13,-0.006031023636160075,0.1066318774347728,-0.016675044788401486,3.64
14,-0.010050416848074381,0.10479658331849769,-0.01867411636577206,3.64
15,-0.035977655422047075,0.10873161484384854,-0.008762965043943223,3.64
16,-0.07204227270954504,0.08830603869127021,-0.007947204298215858,3.64
17,-0.11541798931475289,0.08374242102016595,0.001420491804546942,3.64
18,-0.14317748614090295,0.08362758940791074,0.004020719047633637,3.64
19,-0.17126063875306194,0.07794207067034924,0.005236133515488487,3.64
20,-0.10231867784780786,0.04814537933747433,-0.011315217683014986,3.63
21,-0.12011409251245943,0.045821488717169775,-0.012014518798184359,3.63
22,-0.15395878404296415,0.0384029862493182,-0.004980378317493141,3.63
23,-0.17846909087248888,0.04271302504145814,-0.0025994983485405545,3.63
24,-0.18526875786582556,0.0429202583906263,0.009003349241025258,3.63
25,-0.015710310832062403,0.045446689078654005,-0.023084339063733236,3.63
26,0.03339516987843922,0.050639480429848824,-0.01912857117037645,3.63
27,0.042671628130248176,0.04469928712750897,-0.029068235966942333,3.63
28,-0.019088519127272607,0.048995340286611185,-0.019563779896362363,3.63
29,-0.08381795730535287,0.04442697830628621,-0.018187937036424833,3.63
30,-0.10320016548253341,0.031525979188485535,-0.013583823256922986,3.62
31,-0.11896924461957394,0.025198048360668756,-0.014384737400741171,3.62
32,-0.10529057597593243,0.03936808589922609,-0.014896953371686303,3.62
33,-0.0921928240321678,0.042346384099941355,-0.021372976264163467,3.62
34,-0.07647714776776215,0.044317083942474834,-0.02491284127792532,3.62
35,-0.05075581602562318,0.04742175974784748,-0.029946212613091307,3.62
36,-0.022044000413021337,0.043401782193763117,-0.0285223977684139,3.62
37,-0.025503894987761892,0.0330872428454153,-0.03910165093558658,3.62
38,0.016753754625665015,0.03613813056825456,-0.03846014181645689,3.62
39,0.015110365882357675,0.03796857711544259,-0.034126494423283506,3.62
40,-0.0007849161295600393,0.010216996693553712,-0.028834449942404347,3.61
41,-0.047056863678038234,0.0012211247646109413,-0.03482469357393772,3.61
42,-0.08194608988848956,-0.006513075243479756,-0.02736277468533519,3.61
43,-0.11707410089744387,-0.022045876342899586,-0.03876160252163276,3.61
44,-0.16045586776542442,-0.011582996563710058,-0.017415632179908155,3.61
